accX,accY,accZ
-1.882,1.255,-8.471
-3.608,2.353,-8.157
-4.863,2.196,-7.216
-6.118,1.412,-4.235
-5.961,1.255,-3.608
-5.804,1.569,-2.98
-5.49,1.569,-2.98
-5.02,0.941,-2.824
-5.176,0.471,-2.667
-5.176,-0.627,-2.667
-5.333,-1.882,-2.353
-5.176,-2.039,-2.039
-4.392,-3.294,-2.196
-3.922,-4.078,-2.667
-2.824,-4.863,-3.451
-2.039,-4.706,-4.078
-1.725,-5.49,-5.176
-1.255,-5.961,-5.333
-0.471,-7.373,-5.647
1.882,-9.412,-5.02
-0.314,-10.51,-5.333
0,-12.392,-5.02
1.725,-13.49,-5.804
2.196,-16.471,-5.804
1.725,-18.039,-5.02
3.451,-21.02,-3.765
5.804,-21.961,-3.608
10.196,-25.255,-1.098
11.451,-26.196,-0.784
15.216,-29.176,0.314
15.529,-29.02,1.255
17.098,-27.137,0.471
19.608,-25.255,3.294
20.078,-25.255,4.235
20.235,-24.157,8
21.961,-22.588,9.098
22.902,-22.431,12.078
21.961,-22.588,14.588
17.725,-22.588,19.922
10.98,-20.549,22.588
9.412,-19.765,21.804
7.059,-18.353,19.294
7.216,-17.882,18.039
8.627,-19.137,12.078
9.412,-15.529,-2.667
-5.02,4.706,-42.51
-18.98,13.49,-65.569
-10.98,-32,15.216
-9.569,-48.627,39.686
5.647,-28.549,10.824
2.196,-13.961,-6.902
2.039,-12.235,-7.686
0.471,-10.98,0.314
-1.725,-6.431,-2.196
0.471,0.471,-8
9.569,-2.51,-5.804
11.608,-12.549,0.157
2.98,-10.824,-1.882
2.667,-10.039,-0.471
4.078,-10.824,-1.569
5.49,-10.353,-2.039
5.176,-11.294,-0.314
0.941,-10.51,0.471
-3.608,-8.157,3.451
-4.078,-6.902,0.627
-0.627,-8.471,-3.608
2.824,-10.039,-3.451
2.667,-9.255,-1.098
2.667,-8.471,-0.784
2.98,-8.784,-2.039
3.608,-9.098,-3.137
4.078,-8.941,-3.451
2.667,-8.627,-2.824
1.725,-8.627,-2.51
1.098,-9.412,-2.353
2.196,-9.882,-2.039
1.569,-9.882,-1.882
1.882,-9.569,-1.882
1.569,-10.039,-1.725
1.725,-10.039,-2.51
2.039,-10.039,-2.51
2.353,-9.882,-2.667
2.353,-10.039,-2.824
2.353,-10.039,-2.51
2.039,-10.039,-2.353
1.255,-10.51,-2.196
1.098,-10.353,-2.51
0.784,-10.353,-1.882
1.098,-10.353,-2.196
2.196,-9.882,-2.667
2.353,-9.882,-2.039
2.196,-9.725,-2.196
3.294,-10.353,-2.196
3.294,-10.353,-2.039
2.98,-11.137,-1.098
2.667,-10.98,-0.941
2.039,-10.824,-0.941
2.039,-11.137,-1.569
2.353,-12.235,-0.941
2.51,-13.176,-1.255
2.196,-13.333,-1.569
2.039,-13.961,-1.725
2.196,-14.275,-1.882
2.196,-14.588,-1.569
1.882,-14.275,-1.725
2.039,-14.431,-1.882
1.882,-14.431,-2.824
2.196,-14.118,-3.608
2.353,-14.431,-4.235
2.824,-14.745,-5.961
2.51,-15.529,-7.686
2.51,-19.137,-7.373
0,-20.235,-9.569
0.157,-20.392,-10.353
-0.471,-21.647,-12.078
-0.941,-22.431,-11.451
-0.784,-28.392,-11.137
-1.569,-27.294,-11.922
-3.137,-26.196,-6.902
0.471,-21.333,-8.941
-1.412,-20.235,-10.667
-1.255,-15.529,-10.039
-0.314,-11.451,-11.765
4.078,-7.059,-9.725
3.922,-7.686,-9.569
1.725,-12.078,-6.431
2.98,-7.686,-1.255
1.255,7.843,-6.275
2.667,2.196,-1.882
1.569,-5.333,-3.765
-4.706,0.941,-8.941
-5.49,2.667,-10.196
-7.686,2.51,-7.686
-7.059,1.098,-6.745
-6.588,3.294,-4.549
-6.902,2.196,-3.608
-6.588,0.784,-3.765
-6.745,0.627,-3.765
-7.373,0.471,-3.137
-6.745,-1.255,-3.294
-6.431,-2.353,-3.137
-6.275,-4.706,-2.98
-6.118,-5.49,-2.51
-5.333,-7.059,-1.882
-4.863,-7.686,-2.353
-3.922,-7.843,-3.294
-3.608,-8.471,-3.294
-2.98,-9.725,-4.549
-2.039,-10.51,-4.549
-1.255,-12.549,-4.235
0.157,-14.745,-4.549
0.784,-15.843,-4.392
0.784,-18.667,-4.392
1.098,-20.235,-3.608
2.196,-21.961,-2.98
3.294,-22.902,-2.51
5.961,-24.784,-0.471
8.314,-24.784,0.471
11.608,-25.882,0.941
12.235,-26.98,1.569
12.392,-26.824,1.098
15.529,-26.039,2.667
16.941,-25.882,3.922
18.824,-25.098,7.059
20.549,-23.843,8
23.686,-22.118,10.353
24.941,-22.118,11.765
23.529,-21.49,17.569
20.706,-21.49,20.706
13.961,-20.706,22.902
9.569,-19.608,21.804
8.784,-18.51,20.706
10.98,-19.294,7.686
16.471,-13.804,6.745
2.51,1.725,-36.392
-19.451,14.118,-72.784
-10.824,-35.451,30.588
-10.196,-57.255,54.588
8.157,-26.51,0.784
0.471,-10.196,-9.412
1.725,-10.824,-6.745
0.471,-9.882,-0.784
-3.608,-5.49,-3.765
1.255,0.784,-9.412
9.569,-0.314,-6.431
13.804,-12.235,2.196
6.745,-13.176,1.725
2.353,-13.176,-0.314
2.039,-11.294,-0.784
3.137,-9.725,-0.471
2.353,-9.725,-1.098
0.627,-8.471,1.255
-2.196,-6.745,1.569
-2.824,-6.902,-0.941
1.412,-9.882,-3.451
2.667,-10.51,-2.51
2.353,-8.941,-1.725
2.824,-8.471,-1.412
2.98,-8.314,-2.98
3.922,-8.784,-3.765
3.922,-8.784,-3.294
2.667,-8.627,-2.51
1.725,-9.098,-1.882
1.098,-9.255,-1.412
0.784,-9.412,-1.569
1.098,-10.196,-2.196
1.569,-9.725,-2.039
2.196,-9.255,-2.51
2.51,-9.725,-2.824
2.196,-9.882,-2.196
2.039,-9.725,-2.353
1.882,-9.882,-2.196
1.882,-10.039,-2.353
2.039,-10.353,-2.353
1.725,-10.196,-2.51
1.882,-10.196,-2.51
1.725,-10.039,-2.51
2.039,-9.725,-2.98
1.412,-10.51,-1.882
1.098,-10.353,-1.255
1.098,-10.353,-1.569
0.941,-9.882,-1.725
1.882,-10.196,-1.882
2.824,-10.824,-1.412
2.98,-11.608,-1.412
2.98,-11.608,-1.569
2.98,-11.765,-1.412
2.51,-12.078,-2.51
2.353,-13.333,-2.824
2.667,-13.647,-2.667
2.353,-14.118,-2.353
1.882,-14.902,-2.039
2.039,-14.745,-1.882
1.098,-14.902,-2.039
2.667,-14.118,-3.608
2.353,-14.431,-3.922
2.824,-14.588,-5.176
2.667,-15.059,-5.647
2.196,-18.039,-6.275
2.039,-19.608,-8.314
1.725,-19.922,-9.255
0.157,-21.333,-10.51
-0.314,-21.49,-11.137
-1.569,-22.745,-11.608
-1.725,-24.157,-10.196
-2.98,-25.255,-10.51
-2.51,-24.784,-8.157
-1.098,-20.078,-6.275
-2.51,-16.471,-10.51
-2.667,-14.745,-10.196
2.196,-9.725,-9.882
5.804,-7.529,-9.412
7.059,-9.098,-9.412
5.176,-14.431,-7.843
4.863,-10.196,-0.941
3.608,-3.451,-2.824
1.412,2.039,-3.922
3.451,-5.804,-5.02
-5.176,-3.294,-8.157
-5.804,0.784,-8.627
-5.333,1.255,-8.471
-7.373,1.725,-6.588
-7.843,1.569,-5.804
-7.373,1.569,-3.922
-6.588,0.471,-3.765
-5.647,0.784,-3.451
-5.647,0.627,-3.137
-5.804,0.941,-3.137
-5.333,-0.157,-3.137
-5.49,-0.941,-3.137
-5.333,-2.824,-2.353
-5.176,-3.608,-2.353
-4.549,-4.549,-2.353
-4.392,-5.176,-2.353
-3.294,-5.647,-3.137
-2.98,-5.961,-3.765
-2.51,-7.216,-5.333
-2.196,-7.843,-5.176
-2.353,-10.039,-5.333
-0.941,-11.922,-5.176
0.157,-13.333,-5.02
2.039,-16.314,-5.49
1.882,-18.039,-5.02
3.294,-20.549,-4.235
5.176,-21.49,-3.922
9.725,-24.627,-2.039
11.294,-25.569,-1.412
16.471,-28.235,-0.471
15.686,-28.706,0.627
17.098,-28.863,0.627
19.608,-27.294,3.137
19.922,-27.451,5.49
18.824,-25.882,9.098
19.765,-24.471,10.51
22.431,-22.588,14.431
23.059,-22.745,16.471
21.49,-21.647,20.706
18.51,-21.961,23.059
12.549,-20.078,22.745
13.176,-23.059,14.431
8.784,-20.235,14.588
